Year	Title	Artist	Path	Rank	Genre	Wiki
2000	Take a Picture	Filter	https://www.azlyrics.com/lyrics/filter/takeapicture.html	58	/wiki/Alternative_rock	/wiki/Take_a_Picture_(Filter_song)
1989	Good Thing	Fine Young Cannibals	https://www.azlyrics.com/lyrics/fineyoungcannibals/goodthing.html	40	/wiki/Northern_soul#/wiki/Pop-soul#/wiki/Contemporary_R%26B	/wiki/Good_Thing_(Fine_Young_Cannibals_song)
1989	She Drives Me Crazy	Fine Young Cannibals	https://www.azlyrics.com/lyrics/fineyoungcannibals/shedrivesmecrazy.html	18	/wiki/Dance-rock	/wiki/She_Drives_Me_Crazy
2004	One Thing	Finger Eleven	https://www.azlyrics.com/lyrics/fingereleven/onething.html	66	NONE	/wiki/One_Thing_(Finger_Eleven_song)
2007	Paralyzer	Finger Eleven	https://www.azlyrics.com/lyrics/fingereleven/paralyzer.html	98	/wiki/Alternative_rock#/wiki/Funk_rock#/wiki/Dance-rock	/wiki/Paralyzer
2008	Paralyzer	Finger Eleven	https://www.azlyrics.com/lyrics/fingereleven/paralyzer.html	25	/wiki/Alternative_rock#/wiki/Funk_rock#/wiki/Dance-rock	/wiki/Paralyzer
1979	Strange Way	Firefall	https://www.azlyrics.com/lyrics/firefall/strangeway.html	100		
1995	I Live My Life for You	FireHouse	https://www.azlyrics.com/lyrics/firehouse/ilivemylifeforyou.html	91	/wiki/Acoustic_rock#/wiki/Glam_metal	/wiki/I_Live_My_Life_for_You
1991	Love of a Lifetime	FireHouse	https://www.azlyrics.com/lyrics/firehouse/loveofalifetime.html	43	/wiki/Glam_metal	/wiki/Love_of_a_Lifetime_(FireHouse_song)
1992	When I Look Into Your Eyes	FireHouse	https://www.azlyrics.com/lyrics/firehouse/whenilookintoyoureyes.html	82	/wiki/Glam_metal	/wiki/When_I_Look_Into_Your_Eyes
2004	100 Years	Five for Fighting	https://www.azlyrics.com/lyrics/fiveforfighting/100years.html	77	/wiki/Soft_rock	/wiki/100_Years_(song)
2002	Superman (It's Not Easy)	Five for Fighting	https://www.azlyrics.com/lyrics/fiveforfighting/supermanitsnoteasy.html	46	/wiki/Soft_rock#/wiki/Pop_rock	/wiki/Superman_(It%27s_Not_Easy)
1970	O-o-h Child	Five Stairsteps	https://www.azlyrics.com/lyrics/fivestairsteps/oohchild.html	21	/wiki/Pop_music#/wiki/Rhythm_and_Blues#/wiki/Chicago_soul	/wiki/O-o-h_Child
1987	Big Love	Fleetwood Mac	https://www.azlyrics.com/lyrics/fleetwoodmac/biglove.html	81	/wiki/Pop_rock#/wiki/Soft_rock	/wiki/Big_Love_(Fleetwood_Mac_song)
1977	Don't Stop	Fleetwood Mac	https://www.azlyrics.com/lyrics/fleetwoodmac/dontstop.html	52	/wiki/Pop_rock	/wiki/Don%27t_Stop_(Fleetwood_Mac_song)
1977	Dreams	Fleetwood Mac	https://www.azlyrics.com/lyrics/fleetwoodmac/dreams.html	39	/wiki/Soft_rock	/wiki/Dreams_(Fleetwood_Mac_song)
1977	Go Your Own Way	Fleetwood Mac	https://www.azlyrics.com/lyrics/fleetwoodmac/goyourownway.html	94	/wiki/Rock_music	/wiki/Go_Your_Own_Way
1982	Hold Me	Fleetwood Mac	https://www.azlyrics.com/lyrics/fleetwoodmac/holdme.html	31	/wiki/Pop_rock	/wiki/Hold_Me_(Fleetwood_Mac_song)
1987	Little Lies	Fleetwood Mac	https://www.azlyrics.com/lyrics/fleetwoodmac/littlelies.html	51	/wiki/Pop_rock#/wiki/Soft_rock#/wiki/Dance_music#/wiki/Dubstep#/wiki/Synth-pop	/wiki/Little_Lies
1976	Rhiannon	Fleetwood Mac	https://www.azlyrics.com/lyrics/fleetwoodmac/rhiannon.html	77	/wiki/Rock_music#/wiki/Soft_rock#/wiki/Blues_rock	/wiki/Rhiannon_(song)
1980	Sara	Fleetwood Mac	https://www.azlyrics.com/lyrics/fleetwoodmac/sara.html	87	/wiki/Folk_rock#/wiki/Soft_rock	/wiki/Sara_(Fleetwood_Mac_song)
1976	Say You Love Me	Fleetwood Mac	https://www.azlyrics.com/lyrics/fleetwoodmac/sayyouloveme.html	53	/wiki/Soft_rock	/wiki/Say_You_Love_Me_(Fleetwood_Mac_song)
1980	Tusk	Fleetwood Mac	https://www.azlyrics.com/lyrics/fleetwoodmac/tusk.html	94	/wiki/Avant-pop	/wiki/Tusk_(song)
2019	Leave Me Alone	Flipp Dinero	https://www.azlyrics.com/lyrics/flippdinero/leavemealone.html	71	/wiki/Hip_hop_music#/wiki/Trap_music_(hip_hop)	/wiki/Leave_Me_Alone_(Flipp_Dinero_song)
1982	I Ran (So Far Away)	A Flock of Seagulls	https://www.azlyrics.com/lyrics/flockofseagulls/iransofaraway.html	67	/wiki/New_wave_music#/wiki/Synth-pop	/wiki/I_Ran_(So_Far_Away)
2003	Say Yes	Floetry	https://www.azlyrics.com/lyrics/floetry/sayyes.html	100	/wiki/Neo_soul	/wiki/Say_Yes_(Floetry_song)
2024	Never Lose Me	Flo Milli	https://www.azlyrics.com/lyrics/flomilli/neverloseme.html	49	/wiki/Hip_hop_music	/wiki/Never_Lose_Me
2010	Club Can't Handle Me	Flo Rida featuring David Guetta	https://www.azlyrics.com/lyrics/florida/clubcanthandleme.html	40	/wiki/Hip_house	/wiki/Club_Can%27t_Handle_Me
2015	G.D.F.R.	Flo Rida featuring Sage the Gemini and Lookas	https://www.azlyrics.com/lyrics/florida/gdfr.html	32	/wiki/Hip_hop_music#/wiki/Trap_music	/wiki/G.D.F.R._(song)
2012	Good Feeling	Flo Rida	https://www.azlyrics.com/lyrics/florida/goodfeeling.html	16	/wiki/Hip_house#/wiki/Eurodance#/wiki/Complextro	/wiki/Good_Feeling_(song)
2013	I Cry	Flo Rida	https://www.azlyrics.com/lyrics/florida/icry.html	64	NONE	/wiki/I_Cry_(Flo_Rida_song)
2008	In the Ayer	Flo Rida featuring will.i.am	https://www.azlyrics.com/lyrics/florida/intheayer.html	59	/wiki/Hip_hop_music#/wiki/Contemporary_R%26B	/wiki/In_the_Ayer
2008	Low	Flo Rida featuring T-Pain	https://www.azlyrics.com/lyrics/florida/low.html	1	/wiki/Crunk	/wiki/Low_(Flo_Rida_song)
2016	My House	Flo Rida	https://www.azlyrics.com/lyrics/florida/myhouse.html	14	/wiki/Pop-rap#/wiki/Dance-pop#/wiki/Country_music	/wiki/My_House_(Flo_Rida_song)
2009	Right Round	Flo Rida	https://www.azlyrics.com/lyrics/florida/rightround.html	6	/wiki/Pop_rap#/wiki/Electronic_dance_music#/wiki/Electropop	/wiki/Right_Round
2009	Sugar	Flo Rida featuring Wynter Gordon	https://www.azlyrics.com/lyrics/florida/sugar.html	58	/wiki/Electropop#/wiki/Hip_hop_music#/wiki/Contemporary_R%26B	/wiki/Sugar_(Flo_Rida_song)
2012	Whistle	Flo Rida	https://www.azlyrics.com/lyrics/florida/whistle.html	17	/wiki/Electropop#/wiki/Dirty_rap	/wiki/Whistle_(Flo_Rida_song)
2012	Wild Ones	Flo Rida featuring Sia	https://www.azlyrics.com/lyrics/florida/wildones.html	11	/wiki/Dance-pop#/wiki/Hip_house#/wiki/Dance-pop#/wiki/Electro_house#/wiki/Progressive_house	/wiki/Wild_Ones_(song)
2013	Cruise	Florida Georgia Line featuring Nelly	https://www.azlyrics.com/lyrics/floridageorgialine/cruise.html	9	/wiki/Bro-country#/wiki/Country_rap#/wiki/Country_pop	/wiki/Cruise_(song)
2014	Dirt	Florida Georgia Line	https://www.azlyrics.com/lyrics/floridageorgialine/dirt.html	66	/wiki/Country_music	/wiki/Dirt_(Florida_Georgia_Line_song)
2013	Get Your Shine On	Florida Georgia Line	https://www.azlyrics.com/lyrics/floridageorgialine/getyourshineon.html	94	/wiki/Country_music	/wiki/Get_Your_Shine_On_(Florida_Georgia_Line_song)
2016	H.O.L.Y.	Florida Georgia Line	https://www.azlyrics.com/lyrics/floridageorgialine/holy.html	49	/wiki/Country_music	/wiki/H.O.L.Y.
2018	Simple	Florida Georgia Line	https://www.azlyrics.com/lyrics/floridageorgialine/simple.html	82	/wiki/Country_pop#/wiki/Country_folk	/wiki/Simple_(Florida_Georgia_Line_song)
2019	Talk You Out of It	Florida Georgia Line	https://www.azlyrics.com/lyrics/floridageorgialine/talkyououtofit.html	94	/wiki/Bro-country#/wiki/Contemporary_R%26B	/wiki/Talk_You_Out_of_It
2014	This Is How We Roll	Florida Georgia Line featuring Luke Bryan	https://www.azlyrics.com/lyrics/floridageorgialine/thisishowweroll.html	49	/wiki/Country_rap	/wiki/This_Is_How_We_Roll
2016	Never Be Like You	Flume featuring Kai	https://www.azlyrics.com/lyrics/flume/neverbelikeyou.html	60	/wiki/Future_bass#/wiki/Alternative_R%26B	/wiki/Never_Be_Like_You
1976	Slow Ride	Foghat	https://www.azlyrics.com/lyrics/foghat/slowride.html	85	/wiki/Hard_rock#/wiki/Blues_rock	/wiki/Slow_Ride
2005	Best of You	Foo Fighters	https://www.azlyrics.com/lyrics/foofighters/bestofyou.html	68	/wiki/Alternative_rock#/wiki/Hard_rock#/wiki/Rock_music	/wiki/Best_of_You
1986	Tender Love	Force MDs	https://www.azlyrics.com/lyrics/forcemds/tenderlove.html	95	/wiki/Contemporary_R%26B#/wiki/Pop_music	/wiki/Tender_Love
1977	Cold as Ice	Foreigner	https://www.azlyrics.com/lyrics/foreigner/coldasice.html	68	/wiki/Synth-rock	/wiki/Cold_as_Ice_(Foreigner_song)
1979	Double Vision	Foreigner	https://www.azlyrics.com/lyrics/foreigner/doublevision.html	88	/wiki/Hard_rock	/wiki/Double_Vision_(Foreigner_song)
1977	Feels Like the First Time	Foreigner	https://www.azlyrics.com/lyrics/foreigner/feelslikethefirsttime.html	31	/wiki/Rock_music#/wiki/Hard_rock#/wiki/Corporate_rock	/wiki/Feels_Like_the_First_Time_(Foreigner_song)
1978	Hot Blooded	Foreigner	https://www.azlyrics.com/lyrics/foreigner/hotblooded.html	36	/wiki/Hard_rock#/wiki/Power_pop	/wiki/Hot_Blooded
1988	I Don't Want to Live Without You	Foreigner	https://www.azlyrics.com/lyrics/foreigner/idontwanttolivewithoutyou.html	86	/wiki/Soft_rock	/wiki/I_Don%27t_Want_to_Live_Without_You
1985	I Want to Know What Love Is	Foreigner	https://www.azlyrics.com/lyrics/foreigner/iwanttoknowwhatloveis.html	4	/wiki/Soft_rock	/wiki/I_Want_to_Know_What_Love_Is
1988	Say You Will	Foreigner	https://www.azlyrics.com/lyrics/foreigner/sayyouwill.html	73	/wiki/Rock_music	/wiki/Say_You_Will_(Foreigner_song)
1981	Urgent	Foreigner	https://www.azlyrics.com/lyrics/foreigner/urgent.html	37	/wiki/Pop_rock#/wiki/Funk_rock#/wiki/Synth-pop	/wiki/Urgent_(song)
1982	Waiting for a Girl Like You	Foreigner	https://www.azlyrics.com/lyrics/foreigner/waitingforagirllikeyou.html	19	/wiki/Soft_rock	/wiki/Waiting_for_a_Girl_Like_You
2006	Where'd You Go	Fort Minor featuring Holly Brook and Jonah Matranga	https://www.azlyrics.com/lyrics/fortminor/wheredyougo.html	43	/wiki/Alternative_hip_hop#/wiki/Conscious_hip_hop	/wiki/Where%27d_You_Go_(Fort_Minor_song)
2011	Pumped Up Kicks	Foster the People	https://www.azlyrics.com/lyrics/fosterthepeople/pumpedupkicks.html	13	/wiki/Indie_pop#/wiki/Psychedelic_pop#/wiki/Alternative_rock#/wiki/Alternative_pop#/wiki/Electropop	/wiki/Pumped_Up_Kicks
1968	Baby, Now That I've Found You	The Foundations	https://www.azlyrics.com/lyrics/foundations/babynowthativefoundyou.html	83	/wiki/Pop_music#/wiki/Bluegrass_music#/wiki/Country_music	/wiki/Baby_Now_That_I%27ve_Found_You
1969	Build Me Up Buttercup	The Foundations	https://www.azlyrics.com/lyrics/foundations/buildmeupbuttercup.html	9	/wiki/Pop_music#/wiki/Soul_music	/wiki/Build_Me_Up_Buttercup
1963	Candy Girl	The Four Seasons	https://www.azlyrics.com/lyrics/fourseasons/candygirl.html	39	/wiki/Pop_music	/wiki/Candy_Girl_(The_Four_Seasons_song)
1964	Dawn (Go Away)	The Four Seasons	https://www.azlyrics.com/lyrics/fourseasons/dawngoaway.html	25	/wiki/Pop_music	/wiki/Dawn_(Go_Away)
1976	December, 1963 (Oh, What a Night)	The Four Seasons	https://www.azlyrics.com/lyrics/fourseasons/december1963ohwhatanight.html	4	/wiki/Disco#/wiki/Doo-wop	/wiki/December,_1963_(Oh,_What_a_Night)
1964	Rag Doll	The Four Seasons	https://www.azlyrics.com/lyrics/fourseasons/ragdoll.html	24	/wiki/Pop_rock	/wiki/Rag_Doll_(The_Four_Seasons_song)
1964	Ronnie	The Four Seasons	https://www.azlyrics.com/lyrics/fourseasons/ronnie.html	75	/wiki/Pop_music	/wiki/Ronnie_(The_Four_Seasons_song)
1962	Sherry	The Four Seasons	https://www.azlyrics.com/lyrics/fourseasons/sherry.html	55	/wiki/Doo-wop#/wiki/Pop_music#/wiki/Pop_rock	/wiki/Sherry_(song)
1963	Walk Like a Man	The Four Seasons	https://www.azlyrics.com/lyrics/fourseasons/walklikeaman.html	18	/wiki/Rock_and_roll#/wiki/Pop_music#/wiki/Doo-wop#/wiki/Hi-NRG#/wiki/Synth-pop#/wiki/Eurodisco	/wiki/Walk_Like_a_Man_(The_Four_Seasons_song)
1973	Ain't No Woman (Like the One I've Got)	The Four Tops	https://www.azlyrics.com/lyrics/fourtops/aintnowomanliketheoneivegot.html	60	/wiki/Soul_music	/wiki/Ain%27t_No_Woman_(Like_the_One_I%27ve_Got)
1964	Baby I Need Your Loving	Four Tops	https://www.azlyrics.com/lyrics/fourtops/babyineedyourloving.html	57	/wiki/Pop_music#/wiki/R%26B#/wiki/Soul_music	/wiki/Baby_I_Need_Your_Loving
1967	Bernadette	Four Tops	https://www.azlyrics.com/lyrics/fourtops/bernadette.html	82	/wiki/Soul_music#/wiki/Popular_music	/wiki/Bernadette_(Four_Tops_song)
1965	I Can't Help Myself (Sugar Pie Honey Bunch)	Four Tops	https://www.azlyrics.com/lyrics/fourtops/icanthelpmyselfsugarpiehoneybunch.html	2	/wiki/Soul_music#/wiki/Pop_music#/wiki/Pop_music	/wiki/I_Can%27t_Help_Myself_(Sugar_Pie_Honey_Bunch)
1965	It's the Same Old Song	Four Tops	https://www.azlyrics.com/lyrics/fourtops/itsthesameoldsong.html	83	/wiki/Soul_music#/wiki/Pop_music	/wiki/It%27s_the_Same_Old_Song
1966	Reach Out I'll Be There	Four Tops	https://www.azlyrics.com/lyrics/fourtops/reachoutillbethere.html	5	/wiki/Soul_music#/wiki/Disco	/wiki/Reach_Out_I%27ll_Be_There
1970	Still Water (Love)	The Four Tops	https://www.azlyrics.com/lyrics/fourtops/stillwaterlove.html	58	/wiki/Soul_music#/wiki/Pop_music	/wiki/Still_Water_(Love)
1978	Get Off	Foxy	https://www.azlyrics.com/lyrics/foxybrown/getoffme.html	85	/wiki/Disco	/wiki/Get_Off_(Foxy_song)
1997	I'll Be	Foxy Brown featuring Jay-Z	https://www.azlyrics.com/lyrics/foxybrown/illbe.html	54	/wiki/Hip_hop_music	/wiki/I%27ll_Be_(Foxy_Brown_song)
2003	Don't Wanna Try	Frankie J	https://www.azlyrics.com/lyrics/frankiej/dontwannatry.html	71	/wiki/Pop_music#/wiki/Contemporary_R%26B#/wiki/Pop_music#/wiki/Contemporary_R%26B	/wiki/Don%27t_Wanna_Try
2005	Obsession (No Es Amor)	Frankie J featuring Baby Bash	https://www.azlyrics.com/lyrics/frankiej/obsessionnoesamor44112.html	33	/wiki/Bachata_(music)#/wiki/Latin_pop	/wiki/Obsession_(No_Es_Amor)
1967	Can't Take My Eyes Off You	Frankie Valli	https://www.azlyrics.com/lyrics/frankievalli/canttakemyeyesoffyou.html	10	/wiki/Soul_music#/wiki/Pop_music#/wiki/Pop-soul#/wiki/Post-disco#/wiki/Pop_music	/wiki/Can%27t_Take_My_Eyes_Off_You
1978	Grease	Frankie Valli	https://www.azlyrics.com/lyrics/frankievalli/grease.html	11	/wiki/Funk#/wiki/Disco#/wiki/Pop_music	/wiki/Grease_(song)
1975	My Eyes Adored You	Frankie Valli	https://www.azlyrics.com/lyrics/frankievalli/myeyesadoredyou.html	5	/wiki/Soul_music#/wiki/Soft_rock	/wiki/My_Eyes_Adored_You
1975	Swearin' to God	Frankie Valli	https://www.azlyrics.com/lyrics/frankievalli/swearintogod.html	99	/wiki/Disco#/wiki/Funk	/wiki/Swearin%27_to_God
1967	Somethin' Stupid	Frank & Nancy Sinatra	https://www.azlyrics.com/lyrics/franksinatra/somethinstupid.html	7	/wiki/Jazz_pop#/wiki/Bolero#/wiki/Jazz	/wiki/Somethin%27_Stupid
1966	Strangers in the Night	Frank Sinatra	https://www.azlyrics.com/lyrics/franksinatra/strangersinthenight.html	8	/wiki/Traditional_pop	/wiki/Strangers_in_the_Night
2006	How to Save a Life	The Fray	https://www.azlyrics.com/lyrics/fray/howtosavealife.html	27	/wiki/Pop_rock	/wiki/How_to_Save_a_Life_(song)
2007	How to Save a Life	The Fray	https://www.azlyrics.com/lyrics/fray/howtosavealife.html	24	/wiki/Pop_rock	/wiki/How_to_Save_a_Life_(song)
2009	Never Say Never	The Fray	https://www.azlyrics.com/lyrics/fray/neversaynever.html	100	/wiki/Alternative_rock#/wiki/Pop_rock	/wiki/Never_Say_Never_(The_Fray_song)
2006	Over My Head (Cable Car)	The Fray	https://www.azlyrics.com/lyrics/fray/overmyheadcablecar.html	13	/wiki/Pop_rock#/wiki/Metalcore#/wiki/Pop_punk#/wiki/Post-hardcore	/wiki/Over_My_Head_(Cable_Car)
2009	You Found Me	The Fray	https://www.azlyrics.com/lyrics/fray/youfoundme.html	13	/wiki/Alternative_rock	/wiki/You_Found_Me
1975	Before the Next Teardrop Falls	Freddy Fender	https://www.azlyrics.com/lyrics/freddyfender/beforethenextteardropfalls.html	4	/wiki/Country_pop#/wiki/Tejano_music	/wiki/Before_the_Next_Teardrop_Falls_(song)
1975	Wasted Days and Wasted Nights	Freddy Fender	https://www.azlyrics.com/lyrics/freddyfender/wasteddaysandwastednights.html	27	/wiki/Country_pop#/wiki/Swamp_pop#/wiki/Rockabilly	/wiki/Wasted_Days_and_Wasted_Nights
1970	All Right Now	Free	https://www.azlyrics.com/lyrics/free/allrightnow.html	27	/wiki/Hard_rock#/wiki/Blues_rock	/wiki/All_Right_Now
2017	Unforgettable	French Montana featuring Swae Lee	https://www.azlyrics.com/lyrics/frenchmontana/unforgettable.html	15	/wiki/Dancehall#/wiki/Hip_hop_music	/wiki/Unforgettable_(French_Montana_song)
1983	I Know There's Something Going On	Frida	https://www.azlyrics.com/lyrics/frida/iknowtheressomethinggoingon.html	20	/wiki/Hard_rock	/wiki/I_Know_There%27s_Something_Going_On
2001	Hemorrhage (In My Hands)	Fuel	https://www.azlyrics.com/lyrics/fuel/hemorrhageinmyhands.html	100	/wiki/Post-grunge	/wiki/Hemorrhage_(In_My_Hands)
2023	Bebe Dame	Fuerza Regida and Grupo Frontera	https://www.azlyrics.com/lyrics/fuerzaregida/bebedame.html	73	/wiki/Mexican_cumbia	/wiki/Bebe_Dame
2013	Carry On	Fun	https://www.azlyrics.com/lyrics/fun/carryon.html	76	NONE	/wiki/Carry_On_(Fun_song)
2012	Some Nights	Fun	https://www.azlyrics.com/lyrics/fun/somenights.html	14	/wiki/Alternative_rock	/wiki/Some_Nights_(song)
2013	Some Nights	Fun	https://www.azlyrics.com/lyrics/fun/somenights.html	58	/wiki/Alternative_rock	/wiki/Some_Nights_(song)
2012	We Are Young	Fun featuring Janelle Monáe	https://www.azlyrics.com/lyrics/fun/weareyoung.html	3	/wiki/Stadium_rock#/wiki/Indie_rock#/wiki/Indie_pop	/wiki/We_Are_Young
2020	Life Is Good	Future featuring Drake	https://www.azlyrics.com/lyrics/future/lifeisgood.html	7	/wiki/Trap_music	/wiki/Life_Is_Good_(song)
2024	Like That	Future, Metro Boomin and Kendrick Lamar	https://www.azlyrics.com/lyrics/future/likethat.html	14	/wiki/Trap_music#/wiki/Hardcore_hip-hop#/wiki/Hardcore_hip-hop#/wiki/Trap_music#/wiki/Progressive_rap	/wiki/Like_That_(Future,_Metro_Boomin_and_Kendrick_Lamar_song)
2016	Low Life	Future featuring The Weeknd	https://www.azlyrics.com/lyrics/future/lowlife.html	30	/wiki/Trap_music_(hip_hop)#/wiki/Hip_hop_music	/wiki/Low_Life_(song)
2017	Mask Off	Future	https://www.azlyrics.com/lyrics/future/maskoff.html	14	/wiki/Hip_hop_music#/wiki/Trap_music_(hip_hop)	/wiki/Mask_Off
2022	Puffin on Zootiez	Future	https://www.azlyrics.com/lyrics/future/puffinonzootiez.html	84	NONE	/wiki/Puffin_on_Zootiez
2024	Type Shit	Future, Metro Boomin, Travis Scott, and Playboi Carti	https://www.azlyrics.com/lyrics/future/typeshit.html	51	/wiki/Hip_hop#/wiki/Trap_music	/wiki/Type_Shit
2022	Wait for U	Future featuring Drake and Tems	https://www.azlyrics.com/lyrics/future/waitforu.html	11	/wiki/Contemporary_R%26B	/wiki/Wait_for_U
2023	Wait for U	Future featuring Drake and Tems	https://www.azlyrics.com/lyrics/future/waitforu.html	83	/wiki/Contemporary_R%26B	/wiki/Wait_for_U
2016	Wicked	Future	https://www.azlyrics.com/lyrics/future/wicked.html	97	/wiki/Hip_hop_music#/wiki/Trap_music_(hip_hop)	/wiki/Wicked_(Future_song)
2020	I Hope	Gabby Barrett featuring Charlie Puth	https://www.azlyrics.com/lyrics/gabbybarrett/ihope.html	12	/wiki/Country_music#/wiki/Country_pop	/wiki/I_Hope_(Gabby_Barrett_song)
2021	I Hope	Gabby Barrett featuring Charlie Puth	https://www.azlyrics.com/lyrics/gabbybarrett/ihope.html	40	/wiki/Country_music#/wiki/Country_pop	/wiki/I_Hope_(Gabby_Barrett_song)
2021	The Good Ones	Gabby Barrett	https://www.azlyrics.com/lyrics/gabbybarrett/thegoodones.html	62	/wiki/Country_music	/wiki/The_Good_Ones_(Gabby_Barrett_song)
1994	Dreams	Gabrielle	https://www.azlyrics.com/lyrics/gabrielle/dreams.html	75	/wiki/British_soul	/wiki/Dreams_(Gabrielle_song)
2005	Hate It or Love It	The Game featuring 50 Cent	https://www.azlyrics.com/lyrics/game/hateitorloveit.html	24	/wiki/Hip_hop_music#/wiki/Contemporary_R%26B	/wiki/Hate_It_or_Love_It
2005	How We Do	The Game featuring 50 Cent	https://www.azlyrics.com/lyrics/game/howwedo.html	19	/wiki/Gangsta_rap#/wiki/Hip_hop_music	/wiki/How_We_Do_(song)
2008	My Life	The Game featuring Lil Wayne	https://www.azlyrics.com/lyrics/game/mylife.html	88	/wiki/Hip_hop_music#/wiki/Conscious_hip_hop	/wiki/My_Life_(Game_song)
1965	Count Me In	Gary Lewis & the Playboys	https://www.azlyrics.com/lyrics/garylewistheplayboys/countmein.html	61	/wiki/Pop_rock	/wiki/Count_Me_In_(Gary_Lewis_%26_the_Playboys_song)
1966	Green Grass	Gary Lewis & the Playboys	https://www.azlyrics.com/lyrics/garylewistheplayboys/greengrass.html	99	/wiki/Pop_rock	/wiki/Green_Grass_(song)
1968	I Wonder What She's Doing Tonight	Tommy Boyce & Bobby Hart	https://www.azlyrics.com/lyrics/garylewistheplayboys/iwonderwhatshesdoingtonight.html	72	/wiki/Pop_rock#/wiki/Bubblegum_pop	/wiki/I_Wonder_What_She%27s_Doing_Tonight
1965	Save Your Heart for Me	Gary Lewis & the Playboys	https://www.azlyrics.com/lyrics/garylewistheplayboys/saveyourheartforme.html	59	/wiki/Pop_music	/wiki/Save_Your_Heart_for_Me
1968	Sealed with a Kiss	Gary Lewis & the Playboys	https://www.azlyrics.com/lyrics/garylewistheplayboys/sealedwithakiss.html	95	/wiki/Pop_music#/wiki/Pop_music#/wiki/Pop_music#/wiki/Pop_music#/wiki/Pop_music	/wiki/Sealed_with_a_Kiss
1966	She's Just My Style	Gary Lewis & the Playboys	https://www.azlyrics.com/lyrics/garylewistheplayboys/shesjustmystyle.html	87	/wiki/Pop_rock#/wiki/Surf_music	/wiki/She%27s_Just_My_Style
1965	This Diamond Ring	Gary Lewis & the Playboys	https://www.azlyrics.com/lyrics/garylewistheplayboys/thisdiamondring.html	17	/wiki/Pop_rock	/wiki/This_Diamond_Ring
1980	Cars	Gary Numan	https://www.azlyrics.com/lyrics/garynuman/cars.html	12	/wiki/Synth-pop#/wiki/New_wave_music#/wiki/Electronica#/wiki/Nu_metal	/wiki/Cars_(song)
1968	Lady Willpower	Gary Puckett & The Union Gap	https://www.azlyrics.com/lyrics/garypucketttheuniongap/ladywillpower.html	34	/wiki/Pop_music	/wiki/Lady_Willpower
1968	Over You	Gary Puckett & The Union Gap	https://www.azlyrics.com/lyrics/garypucketttheuniongap/overyou.html	73	/wiki/Pop_music#/wiki/Adult_contemporary	/wiki/Over_You_(Gary_Puckett_%26_The_Union_Gap_song)
1969	This Girl Is a Woman Now	Gary Puckett & The Union Gap	https://www.azlyrics.com/lyrics/garypucketttheuniongap/thisgirlisawomannow.html	84	/wiki/Rock_music	/wiki/This_Girl_Is_a_Woman_Now
1968	Woman, Woman	Gary Puckett & The Union Gap	https://www.azlyrics.com/lyrics/garypucketttheuniongap/womanwoman.html	79	/wiki/Pop_music	/wiki/Woman,_Woman
1968	Young Girl	Gary Puckett & The Union Gap	https://www.azlyrics.com/lyrics/garypucketttheuniongap/younggirl.html	15	/wiki/Pop_music	/wiki/Young_Girl_(song)
1976	Dream Weaver	Gary Wright	https://www.azlyrics.com/lyrics/garywright/dreamweaver.html	37	/wiki/Soft_rock#/wiki/Progressive_pop	/wiki/Dream_Weaver
1976	Love Is Alive	Gary Wright	https://www.azlyrics.com/lyrics/garywright/loveisalive.html	9	/wiki/Synth-rock	/wiki/Love_Is_Alive_(Gary_Wright_song)
1981	Really Wanna Know You	Gary Wright	https://www.azlyrics.com/lyrics/garywright/reallywannaknowyou.html	96	/wiki/Pop_music#/wiki/Synth-pop#/wiki/Soft_rock	/wiki/Really_Wanna_Know_You
2005	Chariot	Gavin DeGraw	https://www.azlyrics.com/lyrics/gavindegraw/chariot.html	96	NONE	/wiki/Chariot_(song)
2005	I Don't Want to Be	Gavin DeGraw	https://www.azlyrics.com/lyrics/gavindegraw/idontwanttobe.html	58	NONE	/wiki/I_Don%27t_Want_to_Be
2008	In Love with a Girl	Gavin DeGraw	https://www.azlyrics.com/lyrics/gavindegraw/inlovewithagirl.html	87	/wiki/Pop_rock	/wiki/In_Love_with_a_Girl
2012	Not Over You	Gavin DeGraw	https://www.azlyrics.com/lyrics/gavindegraw/notoveryou.html	60	/wiki/Pop_rock#/wiki/Blue-eyed_soul	/wiki/Not_Over_You
2008	Love Remains the Same	Gavin Rossdale	https://www.azlyrics.com/lyrics/gavinrossdale/loveremainsthesame.html	94	/wiki/Soft_rock	/wiki/Love_Remains_the_Same_(song)
2022	ABCDEFU	Gayle	https://www.azlyrics.com/lyrics/gayle/abcdefu.html	17	/wiki/Pop_rock#/wiki/Pop-punk	/wiki/ABCDEFU
2018	Him & I	G-Eazy and Halsey	https://www.azlyrics.com/lyrics/geazy/himi.html	45	NONE	/wiki/Him_%26_I
2016	Me, Myself & I	G-Eazy and Bebe Rexha	https://www.azlyrics.com/lyrics/geazy/memyselfi.html	19	/wiki/Pop-rap	/wiki/Me,_Myself_%26_I_(G-Eazy_and_Bebe_Rexha_song)
2018	No Limit	G-Eazy featuring ASAP Rocky and Cardi B	https://www.azlyrics.com/lyrics/geazy/nolimit.html	30	/wiki/Trap_music#/wiki/Dirty_rap	/wiki/No_Limit_(G-Eazy_song)
